text,label
والحاجات دي .. ف إنت مدرك شلال الإيفهات اللي في غير مكانه وعن غير درايه وغير وعي بأي حاجه ليها علاقه بالكوره غير إن دول مشجعات للزمالك غالبا عشان الشعر الأبيض اللي عند حازم إمام مش أكتر ..ف متخيل إحنا بنواجه إيه؟<LF>منك لله يا سعد يا سمير إنت اللي عملت كده.,0
بشري بلحاج قصدرية تحب تحشيه بسيف القحبة دخلتها حقوق انسان واربعة مية تجرء وحرف القران تربحك,1
@berrynawal الأفعى المرقطة,1
الحمد لله مغربي شعب تونسي اخمج شعب دنيااااااااااااااااااا,1
ميا لمعزة,0
@USER يا طخو يا أكسر مخو؟ فين أحلى الصور و انتا شعرك متوسط؟,0
@DimaSadek رح تجنيون يا ست ديما,0
يا وئام صبح ربك,0
بدك تسألي معلمك كيف نهب الدولة ومرافقها ومرافئها وكيف نهب الناس ودفّعهن خوات اسأليه عن احواض المرفأ,0
تاركين #لبنان_ينتفص #لبنان_يثور ومركزيين على @DimaSadek ليش؟ لبنان فيه حرية رأي عبرو عن أراءكم بس بلا أستفزاز للعالم عيب...,0
والله مافهمت هد العلة مقيمينها ماعندها حاجة ضيفها لتونس طفلة ناضت لقات روحها دراهم وزيد صبابة تقولو وجاسوسة ومتكبرة قولي الحاجة مريم هدي متقدرش ديرها طفلة فالعالم والله الجمهور وبنات تونس خير بمليار مرة هدي نقولو فتزاير الدراهم الكلب كلب وتحية تونس,0
@yumnafawaz يا بنت الحرام في طرابلس حصل إطلاق نار من اجل ازالة صورة وفي جل الديب حصل نفس الأمر يعني سر السبب لتركيزك على النبطية يا صرمة,1
"@DimaSadek فرشي الطرقات وقعدي ما حدا سائل عنك  ...
شرشوحة  .",1
حداً يفقعو شوطة لا نديم مقطوش يجيبو بحضن صاحبو الصهيوني افيخاي بتل أبيب و يريحنا من وسخو طعمرك شو,1
@USER @USER هذا واضح نظامه يا اكمل يا اخرب تصرفاته اليوم واضح جاي يخرب وم يهمه الكيان !! ورحيله بأذن الله قرب لو م نحقق ولا بطوله رحيله بطوله بالنسبه لنا وسيبقى نقطة سوداء بتاريخ الهلال,0
يا ريتك يا نوم تجينا <LF>6:05,0
لولا الفلسطينيين واللبنانين والشاميين لكان انتو لليوم تشربوا بول البعير تاكلون بصحن وتبزقون منو,0
@DimaSadek @DJSaliby أكتر واحد مبسوط من يللي عم بيصير، الرئيس ميشال عون...صرلو سنين بيحكي بموضوع الفساد,0
ياليت تجارنا مثله,0
( يا صديقي بالمُسمى و يا حبيبي بالشعور ),0
قليل ادب,1
@DimaSadek لك احلا اعلامية,0
اهلا بكلام مسيلمه الكذب,1
RT @USER: عن أي سلفية وأي منهج تتحدث يا غشاش يا جبان❗❗⁉️<LF>هب أن أبو المجالس لم يقل كلمة سرية فهل قال مجالس شورى أم لا يا جبان ⁉️⁉️ URL,1
@USER واصله ب ٥٠ جنيه ماتزوقيني يا ماما قوام يا ماما بتشغل الشاحن والسماعه مع بعض انت اكيد معاكي x علشان انا بتضايق بردو من الموضوع ده,0
شمس الدين ويسسسييييم,0
إِلهي أنت ذو فضل ومن ولإِني ذو خطايا فاعف عني وظني فيك يا ربي جميلٌ فحقق يا إِلهي حسن ظني,0
انك تتمنى عوليد بك عدم التدخل متل ما بتتمنى عالبسَين ما ينط عالسمكات,0
كفاية تنمر بقى يا زنجي يابن الوسخة,0
ما أرضى بالمشاركة أبداً يا كلك لي يا أرحل .,0
انسان شر تجيه لفرصة يطلع انسان توقع الموقف خلي كلامها صحيح منحبهاش,0
على الجرح جبتلن هيي,0
عملت كل حاجة يا ابن الاحبة يا تعدل جسمك يا تدي كسم هازارد,1
RT @USER: ربي يا قابض يا باسط يا معطي ارزقني رزقاً واسعاً عاجلاً غير آجل وهب لي من لدنك ملكاً ورزقاً تذهل به الأعين وتفرح له الأنفس وتذك…,0
تلهيتو باللي شادين البلاد يسرقو ياكلولنا حقوقنا خير والله هوما يرتعو البلاد زيادات ضرائب قانون التسريح بالزطلة إنتوما الإعلاميين سلطة رابعة التلفزة الراديو لاهين بالتفهات,0
RT @USER: الاجواء نااار ..<LF>انا هنا في لامير اين انت يا فلان يا من تهدد باعتقالي من حساباتك الوهمية<LF>@USER URL…,0
لطفي العبدلي يمثلني,0
@USER اللهم يا واحد يا احد يا فردا يا صمد يامن لم تلد ولم تولد ولم يكن لك كفوا احد صل على شفيعنا وحبيبنا محمد وعلى اله وصحبه ومن والآه وسلم سلاما جميلا مباركا,0
يغتصبون المراهقات الاسيرات فيلم اتيتي كافرة تفقهين شئ الاسلام,1
@USER اقصى ماعندك تنبحين في تويتر يا الضبعه يا ذنب اليهود والترك والفرس <LF>اهم شي خليك على هذا الوزنيه,1
@USER يا سلام عليك انت يا عاقل يا جميل😒 ربنا ياخدك ونرتاح 🤲,0
يا وهاب لو بتضللك بالصرماية ما كان احسن الك,1
@yumnafawaz عالقليلة بيعرف يلفظ الحروف. عم تتمسخري عرجال قد بيك.,0
يا استاذ وئام لم يكن الربيع العربي حكر على دولة قطر انما كان بقيادة اميركا واوروبا و بتنفيذ سعودي امارا…,0
رح يضل جبران باسيل كابوسكن يا مياومو الإعلام ورح يبني دولة الحقيقة وتفوتوا عالسجن,0
بية يلزمها كالدلاجي,0
إيه يا حظ، إيه يا سفر، إيه يا فلوس، إيه ياجواز ، إيه يا ولاد الوسخه هو أنا شفاف؟!,1
بردتلي قلبي جماعتها,0
@USER اصل انا روش وثقيل متحبنيش يا وحشه يا وحشه .. 🔫<LF>+شكرا 💖,0
بصوت ولولة خليعة هدول البقر بيفهموا بالحرية أصلا صحلون سيادة الرئيس ماكرون يقبر قلبي يلعن ابوك يا حمد عم توجه الخونة يخربوا البلد,1
لاحولة بلله حيوان ناطق كلب كلب يعطي مكم الحبس ولعذاب القبر,0
@USER يا مساء الأنوار يا ام محمود😗<LF>كيف الأجواء عندكم في مصر😂😂,0
الرئيس ميشال عون تعرض لحملات شيطنة لسنين عديدة حملات عنيفة,0
اللهم يا فارج الهم و يا كاشف الغم فرج همي و يسر أمري و أرحم ضعفي وقلة حيلتي و ارزقني من حيث لا احتسب 💕,0
@DimaSadek انت سلعه رخيصه والرد عليكي قلة قيمه النا...,1
انقبر احترم حالك يا واطي واغبى واهبل من العونية ما في,0
النزوح يا اخوان اللجوء يا جماعة الخلفة ماشية ولا من يسأل للامانة جبران باسيل وحده لولب القصة في كل المحافل,0
يا عيب لشوم عليك يا كركوز,1
لعله يكون المدماك الاول لإلغاء المحاصصة الطائفية في الدولة,0
تسجيلات صديقي,0
RT @USER: لسه صاحي من النوم، بكام يا ساعه يا بايولوچيه وأنا اشتريكي؟! URL,0
@Ali_q8e @tantouna_5 @NicoleHajal من كل عقلكن عم تفكروا بهيك أمور تافها لبلد ضاع  أنتو همكن السيد شو حاطة وراه هيدي #الفتن بذاتها,0
توسخ روحها كيفه فهموني وجه ربي,0
@DimaSadek انت اكيد انك صحافية وبتابعي اخبار وبتسمعي منيح ���,0
رلى لو بموت ما بنزل عندها😂😂 <LF>جلطة اجتني الفصل الماضي 😂💔😂<LF>هو شكلي بالاخر ح اصفي يا وطنية يا علوم عسكرية 💔 URL,0
الحجاج ابن يوسف الدواء للدول العربية,0
ممسط لطفي عبدلي,0
سماحة السيد نحن بامرك بس جبران باسيل دمو تقيل,0
صحيح انك هبلة,1
ينجم يولي متثقف الثقافة تتميز للا مايا مخيب اسمها ثقافة فساد نقد لﻹسلام لﻷخلاق نحكيوش خير ساعة الشاب بشير لظهر متربي لهنا فهمت اختي,0
ما يسقط الا راسك وراس من خلفك .. يا كلبه يا مرتزقه ال سعود تاج راسك URL,1
@USER أنا مَن يَشكرك يا أبو نَبيل يا غالي ..<LF>جزاك الله كُل خير ..,0
انا يا اكمل دراستي يا اكمل حياتي الإثنين مع بعض ما أقدر 😂,0
شو نوع تربيتك يللي عم تشتم شيخ تويتر فضح فاشستية المقيتة والالغائية,0
زوج كرف زوج ميحموش مهومش رجالة,0
@berrynawal احلى صبية❤️,0
بياخد الأوامر من معلمه حسن نصر الشيطان,1
ألا يا بعد الدنيا .. يا صوتك,0
معك حق اخي ولكن هو من اتى بهم,0
لقاء الأقزام المعتوهين,0
@yumnafawaz الله يوفقك سمعينا سكوتك,0
@DimaSadek وانت عم تستغلو العالم الفقراء وتسيسووو,0
أتاتورك قدر يبني أمة تركية تُحترم,0
حاسبها لجنة تحكيم ذوفويس كيفي,0
شكراً جبران باسيل على كل الجهود التي قمت بها من أجل انجاح القمة شكراً لك على مقررات الخاصةً بالنارحين السوريين,0
خراس سليل المجرمين,1
اخواني التوانسة اطرضوا اليهود منالبلادكم,1
مانجمتش نفوت دقيقتين تالمون يقززوا الزوز حاسب روحو منشط خييييت,0
"@DimaSadek بس حزب الله بدو ينزل عالم عالشارع مش خايف منك بيبعتن وبقول انا منزلن 
لعبي غيرا",0
ههههههههههههه لك الله يلعن ابوك عهالخلفة العمى ما اسألك واجلطك وكمخ وزنخ وسميك ومقرف تجيك جلطة بنص لسان…,1
أصحاب الرؤوس الفارغة ما عندا شي غير تهاجم الوزير جبران باسيل,0
@DimaSadek يا فهيمة دليل إنو خطاب للوطن مش لجمهور الحزب بس �,0
@USER السلام عليكم اخي عبد الله انا اخوك مهدي من فلسطين وبتمنى حدا يعيرني انتباه لأني اقسم بالله صرت باعت لأكثر من الف شخص ولا واحد ساعدنيً مشان الله يا اهل الخير حدا يفرجلي همي ويساعدني والأهداف العظيم محتاج تعبت يا ناس وينكم عني يا ناس سايق عليك,0
ولعت بين ال والجديد عم يتهموا بعضن بالقبض والتبعية وبيع الضمائر والكرامات,0
@USER #تسقط_تالت يا مرمر يا عزيزتي ياخ شكراً ليك ما بتقصري دايماً 🔥♥️,0
استقبل رئيس الحكومة المكلف سعد الحريري في بيت الوسط وزير الخارجية والمغتربين جبران باسيل,0
الاحترام لشخصك,0
تشكون الملهط عاملينلها قدر وقيمة,0
اولا تونس بلد مثقف بلد المليون قحبة والسقاطة والعاهرة والقذارة والنجاسه عاهرة,1
ضهر مايا ناقس راجل يهدها,0
كارثة عظمى البرغوت القزم يتعالى متم توره كره الكافرون تونس عظمى اجرك الاسلام,0
محلل يغزي العين عنك,0
فعلا المذكور بالجريدة خطييييير,0
كل المهابيل اللي عم بتعلق ببلد متل لبنان الكل ساحب سكاكينو عالكل سكينة مطبخ ما بسلم لو عندي,0
استاذ وئام انت رجل كبير ولك تقديرك ما نحب ان نجرحك بكلمة بس سيدي لي سؤال ايش حشرك في دول أخرى,0
"@DimaSadek حبة تزقك زراق 
تعملك فتاق 
يبعتلك البلاء 
بحق علي الكربلاء 
بصوت عبدالله عقيل",1
@USER @USER يا حبيبي يا سوار يا نور العين و في القوووووووووووول,0
@DimaSadek يا حقيرة يا دجالة زوجك الفاسد تخلى عن جنسيتو وإلك عين تحكي عن الوطنية يا وطية .. بالفعل كالعاهرة التي تح… https://t.co/wAhh41JsYX,1
@yumnafawaz روحي إدعميهم يابقره..خرى عالجامعه يلي خرجتك,1
@USER بإذن الله هنكسب <LF>ونعرف كل شخص حجمة <LF>معنااا يا رب نكسب معانااا يا رب نكسب,0
@DimaSadek ديما انتي اجمل من بولا خليكي باللوك سمعي مني عنجد انت كتير حلوة لك شو بدك بالسياسة منك ناجحة ما بتعرفي ت… https://t.co/kLmdIT3dYe,1
يا مساء الورد يا عصفورتي ♥️👼🏻 URL,0
@DimaSadek #ديما_الوطية  بعدك واطية وحقيرة ولي هبلة ليش بتحطي نفسك بهيك مواقف بالفيديو مبين انه ما ضربها انتي مصرة على الاستحمار,1
@Khaled22738401 @NicoleHajal @Samia77881 بول البعير كتير عليك,1
اللـهم اني اسألك باسمك يا عفو يا غفور يا صبور يا شكور يا رؤوف يا عطوف يا مسؤول يا ودود يا سبوح يا قدوس,0
@fakihn @DimaSadek والمنظمة ما بدا مصاري يا زيكو متل المحكمة الدولية بعدو عم ندفع من مالنا,0
@USER عيب عيب تنسف روبينيو والمنتخبات القوية التي واجهها ثانيا خويك مشغول في السهرات والحفلات والتلزق في لعيبة NBA ووقت الجَد يا مصاب يا مخلوق له اعذار وحتى CV الاندية ما حقق بطولات الا بفضل عمه ليونيل صانع له كل شيء ومسهل له الحياة😂.,0
الأمازيغ أطهر عشيرتك عاهرة الأمازيغ يشرفنا نكون عربا جربا شرابون لبول البعير ذمكم القرآن الأديان يذمكم يمقتكم العالمين لتشدزكم عنصريتكم المقيتة,1
والله حيوانة تافها مفهمتش مشهورة,0
شموسة لطفي قليل تربيه,0
اسود منك ومن كلامك وقلبك وشكلك ما شفت لا تحكي عن القتل يا صاحب الوجه البشع وبشارك قتل الملايين من الشعب…,1
سيأتيكم طوفان سبحانه وتعالى,1
- أنا أصلًا ماعنديش وقت للإرتباط <LF>= يابنتي إنتي عالطول يا نايمة يا بتاكلي يا فاتحة نت<LF>- شوفت هرتبط امتي بقي🤓 URL,0
شمس الدين باشا ذكي فاهم العبدلي يستفز اعلاه محبش يرجع اعله بنفس الاسلوب,0
صح للحقد ولا البغض راح يوصلوا لنتيجة يا ريت بيستحي على كبروا عيب بالنهاية اهلا وسهلا ب…,0
محاولاتكن فاشلة ويائسة دعوة الغريب اجت بس لأن معروفة عنا مين ببقدر يحالس شيخ العقل ومستوى حضور قمتكن م,0
خلعتك ضربة ع وترك الحساس تا فعت هالفوعة؟؟؟ ههههه الله يشفيك يا حمار يا زبالة,1
كلنا عيوب الا من ستر ربنا علينا <LF>ربنا يسترك و يسترها معاكي و عليكي و يحبك و يحبب فيكي خلقه اكتر و اكتر ،ربنا يجعلك في مل خطوه سلامه و حب منه و من الناس ليكي ، يا رب يحعلك مستجابه الدعاء و يتقبل صالح الدعاء ليكي من لحظه ما اتولدتي يا ... يا طيبه ،بحبك جدا . URL,0
برافو عليكي متصنعا بتات,0
شاطر بالتقليد بس صبت الهدف وليد بيك منك نستفيد,0
@USER يا حبيبة قلبي والله يا جعلك بالجنة ❤️❤️❤️❤️,0
@berrynawal تعباااااانة نوال يعطيكي الف عافية,0
يا نعمة الله علي يا راحه قلبي وأمانه.,0
يا مال البعر يا كاتب العنوان URL,1
هيدا سياسي انتهازي عفن ورخيص لو عنا دولة قوية كان هلق بالسجن,1
معلم,0
نسيت بعض الوصف لشقيقتك سورية حافظ الحمار اللي خلف الكر بشار سورية تعني الجزار بسفك دماء الاحرار,1
ههههههههه تستاهل يرحم جاباتو نحلها جد باباها الحلوف,0
RT @USER: @USER الف مبروك يا هارون يا حبيب قلبي ربنا يسعدك يا رب ويتمملك علي خير 😍😍,0
يلعن انسان يكره الاسلام المسلمين يهين مسلم فيينا خامجة هند جرب روحك رد نوريك النجوم فالقايلة فهمتيي كلبة,1
روحك مرا تقولي الكلام الزايد حالك يظحك,0
@DimaSadek دمدومة الحلوة وين الماما تقشطك التّليفون؟ العمى بقلبك اسمك و محسوبة إعلاميّة انقبري احكي بأسلوب يليق بال… https://t.co/lajXbJ7qyt,1
ما أدري أقول يا حظّه بالرياض<LF>ولّا يا حظ الرياض فيه ❤️❤️❤️.,0
اللهُم امسح على قلبي برحمةٍ منك، ولا تجعل لي حزنًا يقلقني، ولا همًا يسرق النوم من عيني يارب، يا رحيم أرِح قلبي يا الله بما أنت به أعلم.,0
معنديش شك معلومات استخبرات ارهابية,0
تشتهي تشوف صرماية مقطّعة من شحاحيط السلطان يرد على كلامك؛الشحاحيط حافظين الكلمتين الخرا تبع عرب الشمال و اللاجئين المشردين و بس تتكلم أي كلمة ما تعجبهم لازم يطقعوها من زلاعيمهم مثل الجواميس تفه على شرفك اذا عندك جنس الشرف,1
@USER خلاص بقى لو الموضوع زي ما بتقولي كدة، يبقى اللي بيشوفك ماشية في الشارع و بيعاكس او يتحرش دا واحد بيقول رأيه و المفروض محدش يلومه لانه بيقوله، ولا واحد شاف واحده لابسه لبس بيودي النار يقولها يا كافرة يا شرموطة ياالي هتخشي النار!! محاكم الت,1
كان دقيقا في سواله,0
دخلك مش اسيادك يلي قتلو الشهيد وسام الحسن؟ دخلك مشكنتو تسبو في طالع نازل؟ خراس يا منافق دم زلمتك برقبتكن,1
@DimaSadek أنتوا احلى عالم ساحة الثورة ب طرابلس بتفرح القلب,0
ياعيب الشوم على قلة الحياء,0
إزا مانك قد الخبز والملح روح كول هوا مع أمثالك ياغالي,1
@yumnafawaz بهيمة حيوانة معزاية بقرة والغنمة انت يا ام نص لسان بكل احترام,1
"@yumnafawaz أنتي ياشرنة من نفس العهر الأعلامي
أنتي بدون أخلاق أعلامية أو مهنية أو تربية تفو عليكي على هالمربى العاطل ياوقحة",1
@DimaSadek يا عيب الشوم عليكي انتي عم تخربي الثورة و تفرقي العالم و تهيني انسان انتي بفضلو عايشة بأمان بس للأسف يا ست ديمة الشرف عندك مفقود,1
نحتاج الى دولة جديدة,0
يا رب تتم يا رب ياكريم,0
بشرفك خراس لأنو كلامك كلّو كذب وإذا زلمي نزال على مكتب المحاماة والد هودي الأشخاص وشوف الهويات,1
اسرائيل عدو قبل موسى الصدر وقبل امل…,0
@kazouma000 @DimaSadek كلها على بعضها هي ونقدها تحت نعالنا مسكينة بتطق من قهرها �,1
@USER يدنا بيدك حد السما حدك .. يا حلمنا الأجمل الكل من بعدك<LF>يا ملهم الأجيال في خطوتك أميال والله صدق من قال انك مثل جدك<LF>يا محمد الأمجاد يا قاتل الحساد أيامنا أعياد وأفراحنا عندك<LF>حنا معك قدام يا محقق الأحلام معاك ما ننضام يا صاد,0
@DimaSadek كم انتي قبيحة ايتها الملعونه,1
صباح الخير يا مُذهلة يا بنت الغييم<LF>أحبك والقلوب اللي تحُبك ما تنافسني..,0
@DimaSadek الله محييكم والله يحميكم,0
جبري كعلاف,0
@yumnafawaz ليش بتحبي الثرثرة كتير,0
بتحط صورة بتقول السوري يضب غراضه ويرحل وبعدين بتقول ما في ضرورة لتغذية الحقد إنتي حمارة ولا عم تستحمري,1
قوليلها اكبر تمشي الارواح الشريرة,0
وانا من كتار بقترح وبطالب يعرضوك عا طبيب بيطري,1
قحبة ملهط رقم تونس بصراحة عجتني الاجابة ههههههههه,0
تكذب تفاهمت امين قارة باه يعملو بوززز معرسة عندهاش صغار,0
شبعۃ ضحك,0
@USER الف الف مليون سلامه عليك يا حبيب الزمالكاوية يا ملك النص هترجع أحسن من الأول<LF>#الفيومي URL,0
بالرسمي مريضة تتعالج,0
@DimaSadek لعنة الله عليكي يا منافقة,1
@USER يا عم براحتك يا عم 😂,0
RT @USER: يا شين غيبتك و يا زين قربك . .,0
كراشي يا كراشي يا كراشي 😍 اخبارك ايه يا فراشتي 🦋 — الحمدلله يا انون انت عامل ايه URL,0
اللهمّ يا مطلع على جميع حالاتنا، اقض عنّا جميع حاجاتنا، وتجاوز عن جميع سيّئاتنا وزلّاتنا، وتقبّل جميع حسناتنا وسامحنا، ونسألك ربّنا سبيل نجاتنا في حياتنا ومعادنا، اللهمّ يا مجيب الدّعاء، يا مغيث المستغيثين، يا راحم الضّعفاء أجب دعوتنا، وعجّل بقضاء حاجاتنا، يا أرحم الرّاحمين.,0
@m_altahan @NadimKoteich @DimaSadek كتير منيح، صارو يعرفو الناس القوادم ليش في ناس عمتسب فيها للآدمية... فعلا أذكياء... ���,0
يا فريـد الطبـَع يا حلـو الوصـوُف .,0
"@yumnafawaz انت مين بسوقك؟ علفك مين بيدفع حقه
صحافة مأجورة",1
يا يوم غير يا فرح <LF>مافي مشاعر تنشرح😭🎓♥️. URL,0
@USER الي ماشي بهالبلد يا مطاعم يا تصافي..و برضو انت و حظك..صرلنا سنتين عم نشاور عقلنا نسكر شغلنا الي حطينا فيه كل قروشنا...الله يباركلك فيهم وان شالله اية الرزق,0
"@USER يا شيخ يا حليل السعوديين و السعوديات عند غيرهم<LF>جرب تتفاهم كذا مع فلسطيني اخونجي<LF>او لبناني ايراني<LF>او مصري اهلاوي 😂<LF>من الزنار وتحت الله وكيلك<LF>محسوبك قضى ردح من الزمن بالفيسبوك يتعارك معهم وجاي هنا بتويتر اشوف سوالف السعوديين كلها """,1
لعنتوا شرف الثورة يا أندال,1
شاب بشير عسل العورة مايا,1
شكلك مقروط يا صرماية,1
وأنا كل ما أقول التوبه يا بويآ ترميني المقادير يا عين🎼..,0
@USER جزمة حسين بعمرك يا أمعة ياجاهل يا أزيريق يا مرتزق يا متطفل يا بوق يا خادم يا منتفع يا مسبق الدفع يا سلق يا طاقية,1
*ملوحا بيده اليمين*<LF>ازايك يا شيخ العرب يا كس ازايك يا شيخ العرب يا ابن كوم اللباوي,1
@USER يا فضحتي يا فضحتي 😂😂😂😂 بس لمؤخذه في السؤال يعني اشمعنا السمانه مافي حاجات تانيه كتير اهم,0
للأسف الشديد تركيا على مشارف أقوى عشر اقتصاديات في العالم و قطر تحلق عالياً و تدفع المال لتحسين الوضع,0
@yumnafawaz الرئيس ألقى خطابو وخلفو حيط فاضي ت البجم السخيفين اللي متلك يركزو عالخطاب مش التفاصيل وانت يا تافهة   ع… https://t.co/nxyPonAdGc,1
كلامك صحيح ولطفي العماري ينهقان كالحمير,0
@USER وانت طيب يا صاصا يا صاحبي وبخير دايما يا حبيبي وفي احسن حال 💞✨,0
دعاء الصباح <LF>رفعت كفي نحو عطفك داعياً <LF>وعلمت أنك لا ترد دعائي <LF> يا قاضي الحاجات يا كاشف الكربات يا مجيب الدعوات يا غافر الزلات عافنا واعفو عنا فرج همومنا واشرح صدورنا واصلح احوالنا وحقق آمالنا واشف مرضانا وارحم موتانا وأسعد قلوبناواجعلنا من المقبولين عندك في الدنيا والاخره,0
يوم عن يوم يثبت التيار ومن خاال رموزه انه مجرّد من الاخلاق: سمير صفير ينعت صحافية محترمة بالق**ة، جوزيف ابو فاضل قا… https://t.co/NhWcN4y9zd,0
ولو قطر حليفة ايران حالياً وسابقاً حليفة القذافي حليف الرئيس حافظ الاسد,0
"الدوري المصري بقى عامل زي بولة الاستميشن. الكينج واللي بعده بيضربوا في بعض، وتلاقي اللي بعدهم جابهم وهيركب. قولنا مليون مرة ""اصحوا ليغفلونا"" 😂😂 جرا إيه يا بيراميدز يا ولاد التيت 😂 أنا بالنسبالي الزمالك ياخد... URL",0
@Mhamadk95 @alikhodorkh @DimaSadek إذا هل قد مشوقين لمناظر الحرب والدم واشلاء  البشر والدمار  تفضلو في كثير دول بتت… https://t.co/FCnGdmtzRB,0
وهاب ما نشر في جريدة الأخبار اليوم وفي دولة تحترم نفسها يستدعي توقيف فوري لعماد عثمان وزجه في السجن,0
الجزائريين مخنث يعدي فالتلفزة نصفقولوا نيكومو يغلطوا نهار يعديو مخنث فالتلفزة نغلقوها الفناة النيف عطايين,1
ربي يلعنو رئيس تونس الخنزير بففففف,1
@USER @USER يا قريب يا مجيب يا رحيم يا رحمن.,0
يا حب البدر يا حنّية مجييد يا شي عظيم عجزة أوصفة💙💙💙.,0
برافو مايا,0
نهار الکول تلحسو لسيدکم,0
يا سلطة مدنية يا نرقد عشان نموت بس,0
RT @USER: يا ثقلي و يا م اقوى عزومي و يا صبري <LF>اجامل على جرحي و انا اشوف دكتوره .,0
@yumnafawaz الله يسخطك,1
@USER الله عليك انت يا فندم يا ابن مصر يا اصيل شكرا على كلامك الجميل ياريت والله الناس تحب مصر اوى كدة متشكرة على كلامك الجميل كلك زورءصباحك سكر يا فندم وتحيا مصر,0
@USER يا لهووووى يا رووان علي كلامك قمر زيك كدا بظبط ♥️♥️😭و انتي حقيقي جميله فشخ يا بنتي و انا بحبك جداً والله💖💖💖💖 و لازم نتصور كتير عشان فعلاً ميصحش كدا🔪👄♥️♥️♥️♥️,1
تزوجو فقراء يغنيكم,0
يتبع االذين يعتدون كتاب حطب جهنم,1
RT @USER: يا نِعْمَ الْحَسيبُ يا نِعْمَ الطَّبيبُ يا نِعْمَ الرَّقيبُ يا نِعْمَ الْقَريبُ يا نِعْمَ الْمـٌجيبُ يا نِعْمَ الْحَبيبُ يا نِ…,0
نقول الباجي أتى بالكفر البواح,0
عارفها تكذب وقحبة تعمل بوز يلطخ ابوني,0
