text,label
 اللهم انصر الشعب اللبناني ؤالله يحي اللبنان العطيم***,0
   يا بلا أخلاق العونيين دافعوا عنّا الإعتداء من شخص واحد بس انت بلا ضمير بتعممي ��,1
" انتي سخيفة وحاقدة وكتلة من العقد
ربما لانؤيد سكوت النائب حسن في هذا الموضوع ولكن الى الان لم تأتي على سيرة احد من الفاسدين",1
"_8  انتقدته فقاموا عليها
يقولون هو ليس مشارك مع الاحزاب اللي ضيعت البلد بالوقت اللي هو اصل البلا كله",0
 صباطو اشرف منك ���,1
" عقبال ما يتعبط فيكي قد هيدا على مية مرة و يجعلكك و ما تعرفي راسك من كعب إجريكي
#ديما_الواطية",1
961  السيد حسن نصرالله يا حقيرة,1
"   و انتي وقحة و وحقيرة و بتسوي صرماية لو مش عارفة هيدا زوجها للواطية
فكرتك عالم طلعتي طرطورة",1
 انشالله بيقبر قلبك قريبا,1
"___  ما خص امها ، نحنا الشعب المحترم مش متلها 
هيي كل شي ممنوع بس عالتيار وحزب الله مسموح ومكتر 
فشرت نكون متلها��‍♀️",0
 صحيح انك #ديما_الواطية,1
 15 الله يلعنك بلا شرف,1
   الله يرحم البطن يلي حملك,0
" سلامة قلبك 
كللن يعني كللن و انتِ اشرف منن...
مبارح   و اليوم انتِ لأنكن اقوى من ايا شي❤… ://./536",0
" حدا يبهدلها عني أنا اكتفيت .. حأستفرغ من وجودي على صفحتها 
#ديما_الواطية",1
_   كتير منيح، صارو يعرفو الناس القوادم ليش في ناس عمتسب فيها للآدمية... فعلا أذكياء... ���,0
 معليه روحي عند يلي بيشبهوكي مين مانعك ، اسرائيل و امريكا فاتحة احضانها لامثالك روحي لعندهم ، و اذا بدك ب… ://./8,0
 انزلي انت والكلب جوزك والكلاب الصغار اللي عندك بالبيت حاج تضحي بولاد العالم #ديما_الواطية,1
 طبشوكي الصباط على عينك بتعرفي ليشششش؟؟؟؟ عشان شفتي النمرة ��,1
 _  الفيديو صحيح، وكتير غلط اللي انعمل، ديما ما صدقت شافت شي وصارت متل النور ع الكبة,0
" انت قدن كلن واشرف واصدق منهم.
ديما كلنا منحبك .",0
 وانت تركي السفارات,0
 رح تموتي قد مافي جواتك سم,1
 بشكر الله إلي جيلي ما كان واعي ع هيك فخامة.,0
" نصرالله تاج راسنا والشمس طالعة رالناس قاشعة مين هو الفاسد مش ناطر وحدة فاسدة ومرتزقة مثلك تنعتوا بالفساد
 وحدة غبية روحي انضبي",1
 السيد اشرف رجل في العالم كلو اما الباقيين ماخصني فيهم شيلو السيد من هالمعادلة,0
557   كلك زوق,0
"40752360 _8585   #ديما_الوضيعة
#ديما_الساروت 
#ديما_الكذابة",1
 الساعات الاخيرة لامثاليك ... ولله ليوصل عواكي لقبرص,1
 صديقت الفاسدين,1
"_  ديما شعرها حلو 
���",0
" : النساء اللبنانيات في الساحات الامامية فعلا، وأقل في الساحات الافتراضية
للاطلاع على المزيد من الاحصائيات ://./68…",0
 خلص سكتي بلا هبل,1
 يبدو أن الجوع سيطر عليك الصحيفة وليس الصفيحة,0
 يا م نص لسان حاجي تبثي الفتن,1
" روحي انضبي يا كركمي
تفو عليكي و على اخلاقك",1
 ايه اكيد بدو يحكي عن النازحين لان هيدي وحدي من المشاكل. بشرفك قليلي قديش دفعينلك لتحكي هل حكي و و حياااة الله ما بخبر حداا�,0
 ما ابشعك وما اسخفك,1
 _ يا مشحر شو بهايم ولي هول يا هبلة مخابرات جيش هيدي بقلب السرايا مصورينة لقوي تسوقولا لهل فتنة خافو الله,1
" : بشرفكن شباب فينا نوقف مسبات المتعلقة بالنساء والأمهات! يعني قي الف مسبة تانية!
#لبنان_ينتفض ://./85",0
   افهم يا بلا فهم,0
"نحنا معك لانك صوت حر و بتمثلينا
ديما صادق انسانة حرة وبتقول كلمة الحق تزعل زعران السلطة الحاكمة 
#كلنا_ديما_صادق   ",0
 انت حثالة من بلادي �,1
_  عادي ولو خليها عم تعوي  �,1
 حبيبتي # مبارح جنيت وانا عم بحضرك الله يحميكي شكرا.,0
" إذا أردت اكتشاف عقل شخص .. فـ أنظر إليه كيف يحاور من يخالفه الرأي .

 #برنارد_شو

#كلنا_ديما_صادق",0
 أي حكومة وأي شعب... سماحة السيد اسمو يا محترمة...,0
 انسانة تافهة ولطالما كنت بوق للفتن,1
" :  المجد لاقفال تمك�

#بالشمع_الحمر",1
 :  اجر السيد حسن اشرف من راسك.. والحزب بطولو وعرضو مش حيبعت حمودي وعلوشي ليمدحوا السيد بس اذا بدك ببعتلك انا شب…,1
 ايه خلي الشباب الطيبة المهذبة المشاغبة يفتحلون الطرقات وإلا رح يضطروا يعتصموا بالمطار,0
" ساليلي اهلك شو عم بقولوا ثوارك .. عم يهتفوا لصاحبك الحريري 
العما ما اهبلك",1
 يا غبية قال لن نقبل باسقاط العهد ولا نؤيد استقالة الحكومة وعادا لحتى امثالك الاغبية يفهموا يا بهيمة بس طلعتي اغبى من الغبي ��,1
  على ما يبدو إنو توقعاتك زي توقعات ليلى عبد اللطيف,0
  معقول نزلتو تصورتو وفليتو دغري,0
 اين حرية الرأي؟؟؟ كيف بتهيني الناس وتسميهن غنم؟,0
10  اللي بدق الباب بدو يسمع الجواب،،، رحم الله امرء عرف حده فوقف عنده,0
   هذا أقلية لا تمثل ، لكن من يريد ان يكون فوق الانتقاد عليه ان يقف بمكان الشبهة… ://./90,0
"#ديما_الواطية 
#ديما_الواطية 
#ديما_الواطية 
#ديما_الواطية 
#ديما_الواطية 
#ديما_الواطية 
#ديما_الواطية… ://./5",1
 يا نوال يا نوال خبريني شو كان لون كلساتهم لما صار هالحديث بما انك كنت موجودة,0
 مش هيدي يلي سقطت بالانتخابات�,0
   57  بري وجبران قعدو سنه يتخانقو على النفط . كل… ://./89,0
 يا بنت الحرام في طرابلس حصل إطلاق نار من اجل ازالة صورة وفي جل الديب حصل نفس الأمر يعني سر السبب لتركيزك على النبطية يا صرمة,1
 اهم شي يقبر قلبك ويقبرك بالطريق,1
" _0:  كذابة 
#ديما_الواطية #ديماالكذابة #ديما_الحقيرة",1
  تكبييييير ... كل ما صار شي بهالبلد عملتولي فيها مكشوفه ومكشوفه .. شو الناس عم تنام وتقوم… ://./,0
نانسي السبع : أعداد المتظاهرين تتزايد في ساحة رياض الصلح بعد خطاب السيد �� ://./5,0
 سقط الرئيس الحريري يا هبلة,1
 مدام ديما اذا ممكن تسألي شي خبير اقتصادي مدى قانونية الهندسة المالية التي قام بها حاكم مصرف لبنان لتربيح… ://./097,0
 الله يحشرك معو يا رب,0
 ��� يعني انتي وهل كم اهبل اكتشفت البارود ليش وين في جيش بلبنان المحرر غير جيش لبناني يا هبلة,1
 انت معروفة شو انت ومن يوم يومك ممسحة على درج السراي فشرتي إذا بتوصلي لكعب صباط السيد لا انت ولا معلمينك,1
 يمنى تفضلي على ساحة الشهداء، من هون ما عمنشوف إلا لبنان الجديد بلا الوجوه القديمه، منظر بطير العقل,0
 ما في احقر منك يا عميلة #ديما_الواطية,1
 ديما صادق احذروها هي ناقوس فتنوي في مشروع مشبوه وبوق اعلامي مأجور انها قرن شيطان احذروها.,1
" والله طلعتي درجة
من ربع لسان 
لَ نص لسان 
بهنيكي انا و حابب اتعّرف عليكي دروري",1
  من اليوم انتِ حُرّة,0
 سكري بوزك يا عاهره,1
"  إنتِ أشرَف منن كلن ومن أخلاقن..
#كلنا_ديما_صادق",0
 #كلنا_ديما_صادق #كلن_يعني_كلن الله يقويكي,0
 يا حنونه بتخافه عليهن والله لستحو ماتو,0
_1 ما هي الرسالة التي توجه؟ سخافة متل سخافة ,1
 _:  سدي نيعك يا واطية,1
 يازعرا انت ههههههه,1
"اخرسي يا نانسي السبع  و خليك بمهنتك الإعلامية و استمعي لكل الآراء و لا تفرضي آراءك على الضيوف و على المداخلات 
هذا… ://./4",1
 والله ما فيه اقوى منك، الله يحميكي,0
  صدقنا انك نزلتي.. ليه ما بقيتي #ديما_الواطية,1
 شو قصتك مع المقاومة لو عنجد بتحبي لبنان روحي شوفي عملاء اسرائيل واكشفي المستور من جماعة جميل وجعجع ومن لف لفيفهم ....,0
 المهم زبدة الكلام ع ريت ستي,0
 صايرة كذابة وموتورة,1
 الانتقاد بل السياسة حق بس احترام الكبير واجب,0
"#كلنا_جويل ❤️
 ://./67",0
" هني الواطيين حثالة المجتمع 
ما تهكلي للهم",0
 يا حيوانة ليش مين بعبدا و مين الضاحية,1
_  بليز اسكتي من دون ما تلعي نفسنا اكتر من هيك، باسيل و عمو هني الفساد بحد ذاتو,0
 اديش عم تاخدي عا كل تويت لتبيني هبلععععع,1
 شدي براغي حنكك طول عمرك واطية وعميلة #ديما_الوطية,1
 #ديما_الواطية قريبا حنزورك عبيتك بالروشة,1
 يا حمارة العلم لي عم تسألي عنو مرفوع بالعالي ورح يضل مرفوع بالعالي بس للأسف إنتي واطية كتير مش قادرة تشو… ://./037,1
 ديما هلقد الإصبع عم يعمل فيكي صدقيني ما في داعي تفزعي من شي بس كوني صادقة الكل بيحترمك,0
 _ رمز الفتنة رتش روحي انضبي,1
شجاعة وصادقة في موقفها  تحية لك ://./19,0
 ست ديما ، الإستقالة لوحدها ما بتكفّي ، بعدها ناقصة ، قوليلهن يمشوا للآخر . يسعد صباحك . �,0
" الله يحميكن
ثورة ضد الظلم و الفساد
احنا اهل اليمن قلوبنا معكن

تحياتي الك ديما صادق
و تحية ✋ لكل المشاركين بالمضاهرات",0
 كامل احترامي لكي آنسة نوال الله يعطيكم العافية بتبيضوا الوجه و بترفعوا الرأس بحرفيتكن بالتغطية الله يحميكم,0
"1  عفكرة هي ما بتغرّد متل باقي الناس
#بتشنهق �",1
  شو حضارية انت !!,0
 1:  يا واطية سألي دريان لمش دريان الله وين حاطو وقت وصل الملف على القضاء طلع قال السنيورة خط احمر ورمز من رموز…,1
 نفايات الكترونية و انت وحدة منن,1
" ما بدك تشوفي، وفشر انو يسقطوا
#ديما_الواطية ://./94",1
 شو يا هبيلة وين استقالة الحكومي يلا خدي � و نامي,1
" طلعتي مسترزقة 
ومعاشك من فوايد القرض من مصرف لبنان",0
 عم بتشرعي حمل السلاح يا حمارة,1
 ماذا عن هضامتك,0
 يا يمنى يعني من الباب للطاقة صارة القصة ؟,0
" اي ورقة اقتصادية بتقدمت  هيدي الطبقة ما الا معنى وعود كذابة من  سنة ١٩٩٠
اول حل انو  يفلو وبعدين  منحكي بوراق",0
 انت متل هيدا الأزعر اللي مسكر الطريق  و كان من قبل خوات و بطل خوات و صار هلق لبناني...حرباية,1
 الوثائق اصبحت عند القضاء تفضلي إسألي القضاء,0
 بهيدي الطريقة بتحكي مع بيك لرباكي ونعم التربية اذا كان بتعرفي مين الظاهر من حديثك بلا اهل,0
 انت اكتر وحدة ما بحقلك تحكي عن الشرف...ما تكوني مفكرة الشرف شي بونبونة...لا عيني..الشرف شي ما خصك في...بس تكبري بتفهمي...,1
"لازم كل لبناني بيحب وطنو، يفتخر فيكي من بعد هيك مقدمة
بس للأسف...
 

 
://./01

 #كلنا_ديما_صادق",0
 الله يخديك الهي يا حشره,1
22920427  فساد شو ؟!!ما تكون عم تسرق الدولة وتعمل صفقات على حساب الدولة..ما تكون عم تبعت شباب يقوصو… ://./,0
73611466  ليه بعد في يطلع غير ع المنار هل الفاشل ..أكيد بعد هل الثورة رح يدمن على المهدئات,0
 ايه ليه ما حدا عم ينقل نبض الثورة طرابلس !!!,0
_ _ و قال شو اسمعو عم يهتفو ضد السيد ��‍♀️��‍♀️��‍♀️ الهبلة مش فهماني انو هني ذاتهم الي ضد السيد بع… ://./,1
 :  سدّي بوزِك، بوزِك سديه #ديما_الواطية ://./10,1
 عالجبانة انشالله بتنزلي دغري و بقبرك,1
"بتتذكرو بس ديما صادق كشتو للبوق السوري وئام وهاب؟
من يوما صرت حب  #كلنا_ديما_صادق",0
313  عم بطعموها الها بطاطا ولبنه ولغيرها كبه بالكبايه ...وكنافه علي بابا ���,0
"
تلحسي ما تضرسي",1
 _ بلا قطعاً من اجري بحديثك،هبلة .,1
 شكلك هبله. نحن  طوائف مش بلد يا خالصه,1
 النازحين هي مشكلة من المشاكل يلي عم يواجها لبنان . معك خبر انو في مليونين نازح؟,0
 منحبك نوال,0
 الحمد لله ع سلامتك نوال أنت مثال  المرأة الشجاعة الجريئة يعطيك الف عافيه,0
 قناة الثورة التي تعطي صورة رائعة عن لبنان من شماله الى جنوبه,0
 ايمتا بدك تصيري بنت عيلة وتبطلي تحكي متل ولاد الشوارع انتقدي بحضارية يا سفيهة,1
1  عم تركب الموجة بحذر شديد.. ذكية جسيكا �,0
" انوا مش وقتها. 
دايماً الوضع حساس و مش وقتها",0
" يعني اسمالله عليك من وين جايبي كل هالذكا. كل خبرية بتتحفينا فيا بدا أينشتاين ليحللا. برافو
��� ://./7",0
 بحب طمنك جعجع راجع ://./,0
 عاملة فيها المحقق كونان. خليها طالعة طلعتها. بس مش مطولة القصة ليرجعوا على جحورهم,0
 و المقاومة لا تموت عزيزتي ديما...لأنها من صميم الشعب و روحه الثورية.. تحياتي❤,0
  ما شاء الله نبيهة جدا طا شاء الله,0
  أنت اذكى صحافية ....,0
 مين حضرتك لتقولي ممنوع هيدا الشي او مسموح هيدا الشي بعدك ما وصلتي لمترح تأ تبلشي تمنعي نعم لحرية الرأي مهما كان الرأي,0
" #ديما_الواطية معلومة قربة لله حرف  بيعني 1000 .
رجعي طلّعي بالأرقام هلأ وخبريني عن شعورك!",1
 احتياط سكري نيعك �,1
 يا اغشم مخلوقات الله .. يا مسخرة التاريخ .. يا تافهة .. يا فاجرة .. و اكتر بكتير .. سماحة السيد اللي صرم… ://./0446,1
 كتير منيح بكر الحكومة يلي رح يجيبا الشعب رح تاخُدَ بعين الاعتبار الورقة متشككون,0
 إنسانة وصولية انتهازية متلك يجب طردها من ساحات الحرية. سوري عا كلمة إنسانة ���� كل عمرك نايمة بأحضان الس… ://./4,1
  نقلعة انت وياها العمى بقلبك شو بلا شرف,0
 نطقتي بالحق فهاجموكي,0
" بدي اعرف من وين بتجيبي هضامتك من أي مجرور ؟ 
سم لعم تبخيه عم يطلع فيكي 
ابكي بترتاحي",1
 انشالله  بيقبرك و برتاح من قرفك و هبلك ��,1
 تلحسي مفكري حالك بتفهمي و الحشا بينك و بين الفهم مسافة ما بتوصليلها,1
 العمى بقلبك ما اسخفك...لو في علم الحزب كنت قلتي وين علم لبنان...عنجد انك حاقدة,1
  احلا ديما صادق,0
 انت عم بتقوليها بس بلسان غيرك والا ما كان في لزوم تحطيها.,0
   هيدي حجة كل السلطات على مدى كل الثورات و الاحتجاجات ، التهديد بالفراغ ،,0
5  احلا عالم  لازم تكون وزيرة الثقافه والسياحه❤️,0
 يا ريتو تارقك بشي انينه او صرمايه على وجك,1
 الله محييكم والله يحميكم,0
 بكرا بس تاكل سحسوح على الحواجز الطائفية بتشفى,1
  اللي بيحط راسو بالتراب وماعنده اي كلام يحكيه عن الفاسدين يكف بلاه عن اللي بيحكي… ://./993,0
 خلي التعليق لحدا بيفهم ، انتي انضبي يا مجوية,1
 إنت شو محلك من الاعراب لحتى تحكي على سيدك وتاج راسك . لعمى بقلبك سكري بوزك وحاجي تحكي,1
 واطية عن جد واطية,1
 اه والله انك صادقة,0
 يعيش حزب الله حالة تخبط غير مسبوقة، على وقع احتجاجات في كل لبنان، لا سيما في البيئة الحاضنة والتي لم تشه… ://./4,0
 صدقيني ما حدا مقصر بحدا,0
 من شتم.  ومن. اهان. اي. شخص. هو يمثل نفسه فقط. طرابلس. مدينة. العيش المشترك. والاخلاق والروح. الوطنية,0
 يسلم تمك,0
 بلا ما تفسري مين عم تشرجي التلفون او من اين كل هذه الموائد الشي واضح وكلنا منعرف من اين لكم هذا,0
 اجري فيك شو انك حيوانة بس...الحيوان انظف منك.. الهي يفقعك جلطة تاخدك و تريحنا من قرفك. انت الوحيدة اللي بفرح لما سبها.,1
 11118481:  حرام بشفق عليكي كنت اسمع انك فاضية عذرا من كلمتي بس ما كنت صدق لان بنظري انه لو خالفني الرأي احدهم ولكن بيبقى…,0
" تافهة منحطة وبايخة 
#لعبي_عقدك",1
  الله يحميلك عيلتك,0
 منعرف انك معاقة و هلق تاكدنا انك طرشا,1
  ما رايحه تكمل فرحتك ابقي تذكريني بعد بكرا,0
361291  وحدة وطنحية(عاملة حالها بتحب الوطن) وزوجها تخلى عن الجنسية اللبنانية. تفه على شرفك وشرفه.,1
 لبنان مش سوريا يا غبية,1
 موتي بغيظك يامتصهينة �,1
  هلق توصيفك لهالورقة نابع عن عصارة فهمك ؟ بس لنعرف عمق تفكير البعض ��‍♂️�,0
 _  المجد والسلام للبنان شعباً وجيشاً ����,0
 ههههههه لماذا البكاء ياثوريه يام الاخلاق �,0
 15 ٧ ايار الجايي لازم يسحبوك من شعرك بلكي بتصيري  تفهمي,1
_1  كل صادق علية الوقوف مع ديماصادق الله يحميهامن سرورهم,0
 #الرئيس_القادم_جبران_باسيل غصبن عنك يا شرشوحة,1
 بتمسحي جوخ منيح ...,0
 اصمتي يا ام نص لسان,1
 الله يلعن شرفك وشرف لي علمك . انت وحدي عم تلعبي بي دمك من شان المصاري عم يدفعولك مش شبعاني بعدك . حزب ال… ://./5,1
 هو لو في بلد وقضاء كان لازم انتي واذاعتك على المحكمة بتهم تحريض واثارة الفتنة في لبنان,0
  خرا عليك وعلى ,1
 عزيزتي ديما! صرت أعشقك ❤,0
 انتي بالذات كلي خرا,1
#كلنا_ديما_صادق لأن #نصرالله_واحد_منهن ���بس هيك ,0
  الكلمة المناسبة في المكان المناسب,0
_  العمى شو جاهلة,1
 تيتا ديما يا هلا انتي المثال الأعلى عن اللبنانية يلي بيحكوا بدون ما يفهموا شو عم يحكوا,0
"نانسي السبع صارت القصة عندا كمين ومحاور و حفرة مدري مين وقع فيها
بعد كلمة السيد أكيد الاعلام المأجور بدو يحرض اللهم… ://./",0
19850 81  #الدواعش_ينبحون,0
 في مثل هذه الحالات يبرز مواقف انسانية تدل على ضعف الانسان ومدى تأخره عن فهم الحقيقة التي لم تزل بعيدة عن ادراك العقل البشري .,0
  وين الاثبات يا نوال,0
 الله يلعنك صهيونيه,1
 السيد حسن نصر الله صرمايتو أشرف منك و منون يا ديما صادق,1
 نوال حكيلنا مع إبن عمك بركي بحللنا  مجلس النواب وخلي يعطيهم اجازات طويلة,0
" نرجع لبلدنا... حبيبتي ما هوي البلد إلنا
لبقدم ولادو شهدا فدا البلد ان كان ضد محاربة داعش او اسرائيل شو ب… ://./9719",0
 الحاقد اعمى وانت حاقدة ع هبل�,1
 مش قاهرك الا العونيه انت �� شو وقحه لو  بتعيرينا سكوتك  بليز شو بكون افضل �,1
 نضبي يا فتانة نضبي يا #ديما_الواطية,1
 من الصحفيات العبقريات !!!!,0
"لو فعلا تغيرت عقلية الحكومة بالادارة كان اول شي عملوه هو اقالة كافة ما يطلق عليهم لقب ""وزير دولة"" … ://./",0
 الطرقات بدها تفتح غص من عن لي خلفك يا بنت الجزمة,1
 ولا تهتمي ديما. صرمايتك برأسهم,0
 شو فقيرة وقلبك على الغلابة.,0
 انت كيف بتحترمي حالك و بترددي هيك جماة معيبة بحق المرأة اولا ووالدة وزير تانيا... ان هيدي ام!!!! اذا عندك ام,0
 خلص خرسي,1
__  السيد تحت رجلي,0
 وحده بلا أخلاق حقق سرماية,1
_  خسارة بنت كلب,1
 عنجد صايرة تافهة و انفضحت عالتقيل كيف منحازة,1
 مسكينة يا ديما تمسحتي شي بينفخ فيكي وشي بيبزق عليكي طز فيكي على هالاخرة,1
 من أراد أن يعرف أخلاق  الحزب (الذي نسب نفسه الى الله) فليقرأ للمعلقين من أتباعه,0
 اشتقنالك جيسيكا مش عم نشوفك كتير ❤,0
  هيدي جاهلة اصلا قراية ما بتعرف تقرا .. وشحتوا من قناة الحرة,1
  اشتاقت للبهدلة,1
 اخت ديما ذكري السيد أبو رميا عن الجمع بين الوزارة والنيابة هيدا الوعد مثل عن كل اقوالهم صح,0
 عادي لانك حرة ولأنهم عبيد..,0
" ست نوال انت أيقونة الثورة  وأعظم الاعلاميين
كلام من ذهب",0
25449377  _ لو الهبل بوجع لصرخت انت الى ما لا نهاية,1
 يا بهيمة شو الخلل اللي صار او المهم بدك تنهقي يقطع عمرك مين بين هالاعلاميين شو منحطة,1
 تافهة وراح تضلك تافهة,1
" :  نحنا على الأرض بطرابلس، نحنا الجيل الجديد و الشباب، مطلبنا الأساسي..

""انِّك ما تحكي بإسمنا لأنك ما بتمثلينا""",0
123  طولي بالك تعصبيش عالصبح,0
 إسمو سماحة السيد حسن نصرالله يا #ديما_الوطية,1
 شو رخيصة يا ديما,1
 بس ما شفناك تحت يا بنت الثورة,0
  سدي بوزك يا بنت الكلب يا واطية يا كركوبة يا كرخمي يا زقاقية، الله يلعن الي جابتك ريتا جابت كلبة جعارية ولا جابتك,1
 فشرتي ياعميله ياام نص لسان,1
 _ مدام ديما بدي أسئلك اذا حدى عم يناصر قاتل هل هذا رأي ولا شو ، انا عم بسئل بشكل عام ولا بعرف ع… ://./80,0
" ، طرابلس عروس الثورة وعروس لبنان ، 
وإنت يا عروس نوّرتِ طرابلس يا بطلة لبنان.",0
 يا حمارة يا سطله ما بتفهمي عربي ، سماحة الأمين العام تاج رأسك قال لن يسقط العهد ، جايبي العار لبلدتك الخيام ، تفه يا شاضومه,1
 اي شكلك حابة تاكلي شي عصاية من شباب الخندق يلا ع طريق جاينك ����,1
 ما حدا غيركن عم بيعلم الشعب على قلة الاخلاق,0
1995  ناقصنا امت يا مشاية تحكي هون هيدا الناقص,1
 شو خص الضاحية يا وسخة,1
 يوم الخميس الماضي غادرت ديما منزلها الزوجي الكائن في بيروت لتركب موتسيلات وتهرج على الشاشات وتتسكع في الطرقات,0
 انت راسك بدو تكسبر يا محرضة انت خرسي وخليكي بقرفك ببيروت ديما صادق اوسخ عالم,1
 أصيلة و بنت أصل يا   و فعلاً أثبتي أنكِ وفية للبنان الله يحميكي و يحمي شيخ ,0
 ست يمنى ، إذا الكلام المسيء له تبعاته القانونية بهالأيام كتار لازم يتحاسبوا وخصوصا من هم في الساحات.,0
" _313: نانسي السبع 
طلعت اوسخ من بقية المذيعين ع شباب الحزب

مدري مقهوره او مفزوره 
المهم عم تنط سم كانت مستنفره �� ://.…",1
" خليكي حرضي 
واطية 
يا واطية",1
  _ جيبي موافقة من بكركي والمفتي وانا بمشي معك,0
"8143 2019  إذا فهمت هذا من كلامي
فهذا عقلك
وأنت حر به .",0
" 
الله يقويكي ولا تتاثري لو قدر ذرة هذه أنفس مريضة وعلاجها صعب",0
1  معروف اديش حقك خلص خرسي بقا,1
 أو تكوني مأجورة ومدفعلك..,0
"
كلنا معك
#لبنان_ينتفص
#نصر_الله_واحد_منهن
#كلنا_ديما_صادق",0
"  الله يحمي ال  وكل المراسلين و خصوصاً   والمصور خليل عقيقي
وباقي المراسلين… ://./947",0
 يقبرك انشالله,1
 براڤو و كلنا رح ننزل معكن ما حدا يبقى بالبيت,0
 شيوعية حاقدة,1
" #بينوكيو_الثورة
#ديما_الكذابة",1
" فتحي عيونك منيح
اتطلعي بالشوارع وبقلوب الناس بتعرفي وين صار العلم",0
" ديما. انت احقر الناس 
انت وحدة بلا تربايه انت والي معك والي بحبك يا واطية",1
  مين ضربك,0
 تبقي سجليهن عا لوح تلج وشوفي شو بيطلعلك ان مفكره انتي غير الكل يعني كل الصحافيه تبهدله او جمالك غير شكل مصدقه حالك,0
 اربطي زندك وحاجيكي تحريض انت وجماعتك,0
 موتي بغيضك يا منافقة,1
"تحية كبيرة للاعلامية #نانسي_السبع بمحاورتها ل #مي_خريش نائب رئيس #التيار_الوطني_الحر للشؤون السياسية 
تحية لجرأتك و… ://./0975",0
30 نانسي السبع المتقلبة..,0
